filename,label
ESP_016631_2535_RED-0038-fh.jpg,4
ESP_012971_2015_RED-0014-fv.jpg,1
ESP_035814_1550_RED-0034-fv.jpg,0
ESP_011289_1950_RED-0081-r270.jpg,0
ESP_011623_2100_RED-0333-r270.jpg,0
ESP_014429_1940_RED-0069-fh.jpg,2
ESP_014079_1715_RED-0087-r270.jpg,0
PSP_006879_2335_RED-0552-r90.jpg,0
ESP_017001_1805_RED-0204-r90.jpg,2
ESP_018720_2655_RED-0119-r90.jpg,2
PSP_001481_1875_RED-0021-r90.jpg,0
ESP_019340_1875_RED-0090-fh.jpg,0
ESP_016715_2025_RED-0092-r270.jpg,3
PSP_008965_1510_RED-1057-r180.jpg,0
ESP_016802_2190_RED-0509-brt.jpg,0
ESP_030082_1615_RED-0226-r270.jpg,0
ESP_026472_1410_RED-0382-r180.jpg,1
ESP_021615_1505_RED-0299-fh.jpg,0
ESP_028733_1370_RED-0976-fh.jpg,0
ESP_018493_1925_RED-0137-r90.jpg,0
ESP_016781_2055_RED-0069-r90.jpg,3
PSP_006615_1910_RED-0443.jpg,0
ESP_018586_1735_RED-0082-r180.jpg,0
ESP_014429_1940_RED-0070.jpg,0
ESP_016802_2190_RED-0269-r180.jpg,0
ESP_025151_1570_RED-0179-fh.jpg,0
ESP_025758_1475_RED-0009-r90.jpg,0
ESP_027199_1975_RED-0047.jpg,0
ESP_018493_1925_RED-0374-r180.jpg,1
ESP_017541_1600_RED-0625-fv.jpg,0
PSP_007489_1965_RED-0112-r180.jpg,1
ESP_034557_1510_RED-0553.jpg,1
PSP_006615_1910_RED-0283-r90.jpg,0
ESP_016148_2040_RED-0009-fv.jpg,0
ESP_027802_1685_RED-0339-fh.jpg,0
PSP_005072_1375_RED-0229-r270.jpg,0
ESP_017541_1600_RED-0499-r270.jpg,0
ESP_018931_1905_RED-0162-r180.jpg,0
ESP_029014_2150_RED-1139-r90.jpg,0
ESP_026472_1410_RED-0420-r270.jpg,0
ESP_011623_2100_RED-0412-r90.jpg,0
ESP_014429_1940_RED-0112-r90.jpg,0
ESP_017541_1600_RED-0625-r270.jpg,0
ESP_034737_2090_RED-0130-r270.jpg,0
ESP_025163_1890_RED-0119-r90.jpg,0
PSP_002776_2025_RED-0053.jpg,1
PSP_002776_2025_RED-0064-r90.jpg,0
ESP_016576_2570_RED-0002-fh.jpg,4
ESP_018493_1925_RED-0119-fh.jpg,0
PSP_006961_2195_RED-0126-fv.jpg,0
ESP_026511_2330_RED-0231-brt.jpg,0
ESP_012810_0925_RED-0166-fv.jpg,6
ESP_016607_2080_RED-0035-r90.jpg,1
ESP_034737_2090_RED-0355.jpg,0
ESP_016607_2080_RED-0144-r90.jpg,0
ESP_013024_2265_RED-0026.jpg,0
ESP_018720_2655_RED-0126-fv.jpg,2
ESP_016572_1875_RED-0079-fh.jpg,0
ESP_049651_1050_RED-0070-r180.jpg,7
PSP_002776_2025_RED-0118.jpg,0
ESP_028733_1370_RED-0763-fh.jpg,0
ESP_018929_1830_RED-0162-r90.jpg,0
ESP_017770_1990_RED-0509-r270.jpg,0
ESP_019781_1945_RED-0014-r180.jpg,0
ESP_036804_2345_RED-0473-fh.jpg,0
ESP_016151_1445_RED-0332-r90.jpg,0
ESP_013788_1910_RED-0195-fv.jpg,0
ESP_036804_2345_RED-0801-fv.jpg,0
ESP_013257_2110_RED-0100-r90.jpg,0
ESP_025758_1475_RED-0266-r180.jpg,0
ESP_012494_2050_RED-0032-brt.jpg,0
ESP_026472_1410_RED-0281-r180.jpg,1
PSP_006879_2335_RED-0752-fh.jpg,0
PSP_008965_1510_RED-0874-r90.jpg,0
ESP_014079_1715_RED-0349-brt.jpg,0
ESP_018416_2060_RED-0207-brt.jpg,3
ESP_017541_1600_RED-0373.jpg,0
ESP_026225_1710_RED-0027-fv.jpg,0
ESP_016781_2055_RED-0088-fh.jpg,3
PSP_002455_1320_RED-0084-r90.jpg,2
ESP_011677_1655_RED-0301-fh.jpg,0
ESP_014429_1940_RED-0069-r180.jpg,2
ESP_016148_2040_RED-0026-fh.jpg,0
ESP_019011_2245_RED-0684-r90.jpg,0
