filename,path,y,group
ESP_014156_1865_RED-0062.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_014156_1865_RED-0062.jpg,0,ESP_014156_1865_RED-0062
ESP_014156_1865_RED-0062-r270.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_014156_1865_RED-0062-r270.jpg,0,ESP_014156_1865_RED-0062
ESP_028733_1370_RED-0403-fh.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_028733_1370_RED-0403-fh.jpg,0,ESP_028733_1370_RED-0403
ESP_034557_1510_RED-0515-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_034557_1510_RED-0515-fv.jpg,0,ESP_034557_1510_RED-0515
PSP_005714_1875_RED-0090-r180.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/PSP_005714_1875_RED-0090-r180.jpg,0,PSP_005714_1875_RED-0090
PSP_006879_2335_RED-0622-r270.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/PSP_006879_2335_RED-0622-r270.jpg,0,PSP_006879_2335_RED-0622
ESP_016530_1465_RED-0122.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_016530_1465_RED-0122.jpg,0,ESP_016530_1465_RED-0122
ESP_016530_1465_RED-0122-r90.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_016530_1465_RED-0122-r90.jpg,0,ESP_016530_1465_RED-0122
ESP_016530_1465_RED-0122-r180.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_016530_1465_RED-0122-r180.jpg,0,ESP_016530_1465_RED-0122
ESP_016530_1465_RED-0122-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_016530_1465_RED-0122-brt.jpg,0,ESP_016530_1465_RED-0122
ESP_017541_1600_RED-0548.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_017541_1600_RED-0548.jpg,0,ESP_017541_1600_RED-0548
ESP_017541_1600_RED-0548-r180.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_017541_1600_RED-0548-r180.jpg,0,ESP_017541_1600_RED-0548
ESP_035814_1550_RED-0189-r270.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_035814_1550_RED-0189-r270.jpg,0,ESP_035814_1550_RED-0189
ESP_036217_2580_RED-0010-r90.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_036217_2580_RED-0010-r90.jpg,0,ESP_036217_2580_RED-0010
ESP_036217_2580_RED-0010-r270.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_036217_2580_RED-0010-r270.jpg,0,ESP_036217_2580_RED-0010
ESP_036217_2580_RED-0010-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_036217_2580_RED-0010-fv.jpg,0,ESP_036217_2580_RED-0010
ESP_036217_2580_RED-0010-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_036217_2580_RED-0010-brt.jpg,0,ESP_036217_2580_RED-0010
ESP_011677_1655_RED-0192-r270.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_011677_1655_RED-0192-r270.jpg,0,ESP_011677_1655_RED-0192
ESP_012494_2050_RED-0049.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_012494_2050_RED-0049.jpg,0,ESP_012494_2050_RED-0049
ESP_012494_2050_RED-0049-r90.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_012494_2050_RED-0049-r90.jpg,0,ESP_012494_2050_RED-0049
ESP_012494_2050_RED-0049-fh.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_012494_2050_RED-0049-fh.jpg,0,ESP_012494_2050_RED-0049
ESP_012494_2050_RED-0049-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_012494_2050_RED-0049-brt.jpg,0,ESP_012494_2050_RED-0049
ESP_012677_1395_RED-0144-r270.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_012677_1395_RED-0144-r270.jpg,0,ESP_012677_1395_RED-0144
ESP_012677_1395_RED-0144-fh.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_012677_1395_RED-0144-fh.jpg,0,ESP_012677_1395_RED-0144
ESP_013024_2265_RED-0026.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_013024_2265_RED-0026.jpg,0,ESP_013024_2265_RED-0026
ESP_011881_1585_RED-0068-r90.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_011881_1585_RED-0068-r90.jpg,1,ESP_011881_1585_RED-0068
ESP_011881_1585_RED-0068-fh.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_011881_1585_RED-0068-fh.jpg,1,ESP_011881_1585_RED-0068
ESP_011881_1585_RED-0068-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_011881_1585_RED-0068-brt.jpg,1,ESP_011881_1585_RED-0068
ESP_019559_1390_RED-0984-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_019559_1390_RED-0984-fv.jpg,0,ESP_019559_1390_RED-0984
ESP_012588_1855_RED-0217.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_012588_1855_RED-0217.jpg,0,ESP_012588_1855_RED-0217
ESP_026472_1410_RED-0107-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_026472_1410_RED-0107-fv.jpg,1,ESP_026472_1410_RED-0107
ESP_028329_1350_RED-0248-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_028329_1350_RED-0248-brt.jpg,0,ESP_028329_1350_RED-0248
ESP_030082_1615_RED-0177.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_030082_1615_RED-0177.jpg,0,ESP_030082_1615_RED-0177
ESP_016648_1665_RED-0076-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_016648_1665_RED-0076-fv.jpg,0,ESP_016648_1665_RED-0076
PSP_006879_2335_RED-0285.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/PSP_006879_2335_RED-0285.jpg,0,PSP_006879_2335_RED-0285
PSP_006879_2335_RED-0285-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/PSP_006879_2335_RED-0285-fv.jpg,0,PSP_006879_2335_RED-0285
PSP_008027_2070_RED-0167-fh.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/PSP_008027_2070_RED-0167-fh.jpg,0,PSP_008027_2070_RED-0167
ESP_018720_2655_RED-0102-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_018720_2655_RED-0102-fv.jpg,2,ESP_018720_2655_RED-0102
ESP_025151_1570_RED-0108.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_025151_1570_RED-0108.jpg,0,ESP_025151_1570_RED-0108
ESP_025151_1570_RED-0108-fh.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_025151_1570_RED-0108-fh.jpg,0,ESP_025151_1570_RED-0108
PSP_005728_0935_RED-0001-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/PSP_005728_0935_RED-0001-fv.jpg,6,PSP_005728_0935_RED-0001
ESP_016148_2040_RED-0073-fh.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_016148_2040_RED-0073-fh.jpg,1,ESP_016148_2040_RED-0073
ESP_016148_2040_RED-0073-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_016148_2040_RED-0073-brt.jpg,1,ESP_016148_2040_RED-0073
ESP_016715_2025_RED-0060-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_016715_2025_RED-0060-fv.jpg,3,ESP_016715_2025_RED-0060
ESP_035814_1550_RED-0265-fh.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_035814_1550_RED-0265-fh.jpg,0,ESP_035814_1550_RED-0265
PSP_001481_1875_RED-0042.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/PSP_001481_1875_RED-0042.jpg,0,PSP_001481_1875_RED-0042
PSP_008965_1510_RED-1037.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/PSP_008965_1510_RED-1037.jpg,0,PSP_008965_1510_RED-1037
ESP_013024_2265_RED-0035-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_013024_2265_RED-0035-fv.jpg,0,ESP_013024_2265_RED-0035
ESP_011289_1950_RED-0200-r90.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_011289_1950_RED-0200-r90.jpg,3,ESP_011289_1950_RED-0200
ESP_019207_2450_RED-0124.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_019207_2450_RED-0124.jpg,0,ESP_019207_2450_RED-0124
ESP_025758_1475_RED-0230-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_025758_1475_RED-0230-fv.jpg,0,ESP_025758_1475_RED-0230
ESP_026472_1410_RED-0155-fh.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_026472_1410_RED-0155-fh.jpg,1,ESP_026472_1410_RED-0155
ESP_018416_2060_RED-0217-r90.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_018416_2060_RED-0217-r90.jpg,0,ESP_018416_2060_RED-0217
ESP_018416_2060_RED-0217-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_018416_2060_RED-0217-brt.jpg,0,ESP_018416_2060_RED-0217
ESP_018720_2655_RED-0145-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_018720_2655_RED-0145-fv.jpg,2,ESP_018720_2655_RED-0145
ESP_025050_1680_RED-0233-r90.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_025050_1680_RED-0233-r90.jpg,0,ESP_025050_1680_RED-0233
ESP_025050_1680_RED-0233-r180.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_025050_1680_RED-0233-r180.jpg,0,ESP_025050_1680_RED-0233
ESP_025050_1680_RED-0233-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_025050_1680_RED-0233-brt.jpg,0,ESP_025050_1680_RED-0233
ESP_028733_1370_RED-0941.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_028733_1370_RED-0941.jpg,0,ESP_028733_1370_RED-0941
ESP_028733_1370_RED-0941-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_028733_1370_RED-0941-brt.jpg,0,ESP_028733_1370_RED-0941
ESP_018299_2245_RED-0208.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_018299_2245_RED-0208.jpg,0,ESP_018299_2245_RED-0208
ESP_018299_2245_RED-0208-r90.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_018299_2245_RED-0208-r90.jpg,0,ESP_018299_2245_RED-0208
ESP_018299_2245_RED-0208-r270.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_018299_2245_RED-0208-r270.jpg,0,ESP_018299_2245_RED-0208
ESP_018299_2245_RED-0208-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_018299_2245_RED-0208-brt.jpg,0,ESP_018299_2245_RED-0208
ESP_037610_1845_RED-0074-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_037610_1845_RED-0074-fv.jpg,0,ESP_037610_1845_RED-0074
PSP_006615_1910_RED-0253.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/PSP_006615_1910_RED-0253.jpg,0,PSP_006615_1910_RED-0253
PSP_006879_2335_RED-0548-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/PSP_006879_2335_RED-0548-fv.jpg,0,PSP_006879_2335_RED-0548
ESP_012687_1930_RED-0020-fh.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_012687_1930_RED-0020-fh.jpg,0,ESP_012687_1930_RED-0020
ESP_016730_1960_RED-0017-r180.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_016730_1960_RED-0017-r180.jpg,0,ESP_016730_1960_RED-0017
ESP_017770_1990_RED-0548-r180.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_017770_1990_RED-0548-r180.jpg,0,ESP_017770_1990_RED-0548
ESP_018416_2060_RED-0178-r90.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_018416_2060_RED-0178-r90.jpg,0,ESP_018416_2060_RED-0178
ESP_026247_1650_RED-0234-r270.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_026247_1650_RED-0234-r270.jpg,0,ESP_026247_1650_RED-0234
ESP_028196_1840_RED-0380.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_028196_1840_RED-0380.jpg,0,ESP_028196_1840_RED-0380
ESP_028196_1840_RED-0380-r90.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_028196_1840_RED-0380-r90.jpg,0,ESP_028196_1840_RED-0380
ESP_028196_1840_RED-0380-r270.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_028196_1840_RED-0380-r270.jpg,0,ESP_028196_1840_RED-0380
ESP_028196_1840_RED-0380-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_028196_1840_RED-0380-fv.jpg,0,ESP_028196_1840_RED-0380
ESP_028196_1840_RED-0380-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_028196_1840_RED-0380-brt.jpg,0,ESP_028196_1840_RED-0380
ESP_036575_2075_RED-0400-r90.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_036575_2075_RED-0400-r90.jpg,0,ESP_036575_2075_RED-0400
ESP_036575_2075_RED-0400-brt.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_036575_2075_RED-0400-brt.jpg,0,ESP_036575_2075_RED-0400
PSP_002804_0930_RED-0018.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/PSP_002804_0930_RED-0018.jpg,6,PSP_002804_0930_RED-0018
ESP_011623_2100_RED-0373-fv.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_011623_2100_RED-0373-fv.jpg,0,ESP_011623_2100_RED-0373
ESP_012494_2050_RED-0062.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_012494_2050_RED-0062.jpg,0,ESP_012494_2050_RED-0062
ESP_012494_2050_RED-0062-r270.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_012494_2050_RED-0062-r270.jpg,0,ESP_012494_2050_RED-0062
ESP_012700_2025_RED-0007-r270.jpg,/home/rshehayi/reem_tests/jpl_dataset_tests/data/map-proj-v3/ESP_012700_2025_RED-0007-r270.jpg,0,ESP_012700_2025_RED-0007
